"Gene","ProbeId","EntrezId"
"SPTLC2",6840753,9517
"ATPBD4",4180059,89978
"ABCC1",1500187,4363
"ALAD",2070397,210
"FLJ44790",2710561,400850
"CSTB",1430187,1476
"PIN1L",4610064,5301
"GNB5",5820017,10681
"LOC645946",6040246,645946
"LOC651495",6200639,651495
"KIAA1862",6350017,84626
"C12ORF8",5050592,10961
"CDH2",1170709,1000
"PF4V1",1410278,5197
"HAAO",4070086,23498
"TGFBRAP1",6660133,9392
"KIAA0101",5090754,9768
"ANTXR2",10685,118429
"ZNF613",20670,79898
"LOC728417",6290672,728417
"LOC652175",5090669,652175
"TMEM82",5360102,388595
"LOC642381",5420273,642381
"C21ORF88",3310110,114041
"TJP1",1010386,7082
"C7ORF11",1470390,136647
"PIH1D1",5910202,55011
"SCAMP1",4220687,9522
"ATP2C1",3290279,27032
"PIGX",3310093,54965
"LOC651738",990470,651738
"LOC100130561",1030762,100130561
"KRT23",4250703,25984
"SCG3",1070646,29106
"KLF6",360110,1316
"STXBP6",2370092,29091
"LOC647987",5820746,647987
"LOC400389",2630482,400389
"SOCS2",6770673,8835
"XAGE1E",6350458,653067
"CNPY2",4150475,10330
"ACSL3",3930593,2181
"LOC731486",2490328,731486
"NARG2",1660687,79664
"POLR1A",940619,25885
"SNORD4B",2140086,26772
"HS.540632",4220673,NA
"CHST15",7320041,51363
"HMGXB4",450243,10042
"CASP4",6100136,837
"PHF17",7150189,79960
"HS.388287",270072,NA
"RP5-1022P6.2",3360553,56261
"HS.551803",3710672,NA
"C19ORF66",5220204,55337
"DEDD2",3890521,162989
"C7ORF55",1660608,154791
"LOC647199",3370458,647199
"MGC39606",6250424,399668
"OR2W5",7330605,441932
"TPRG1L",4260722,127262
"CSH1",4920278,1442
"HS.128393",510706,NA
"ING5",2140376,84289
"MTX2",460072,10651
"PDCD7",7320307,10081
"MOSPD1",2680433,56180
"LOC728931",4490487,728931
"LOC649853",2680524,649853
"MIR657",730133,724027
"CPT1B",5360500,1375
"LOC729559",2320376,729559
"LOC727797",670452,727797
"HS.544833",380022,NA
"LOC133874",3140639,133874
"HIST2H2AA3",610451,8337
"LOC653226",5390037,653226
"PMS1",5960594,5378
"LOC643203",6280020,643203
"LOC642934",7040482,642934
"STX5",5090068,6811
"OSCP1",3830400,127700
"TRAF7",2350706,84231
"HS.146184",3520050,NA
"LOC728098",5310138,728098
"LOC648605",5560609,648605
"LOC728190",2940148,728190
"VSIG2",4070070,23584
"LOC100128096",6330450,100128096
"EPHA3",240301,2042
"TNFSF14",1170673,8740
"TIMP4",1090326,7079
"AIFM1",1500689,9131
"C19ORF43",6580202,79002
"AP2A1",5130019,160
"TFPT",1500678,29844
"SULF2",4050128,55959
"HS.159049",380273,NA
"LOC651951",6100463,651951
"G3BP2",4150037,9908
"LOC391509",6400181,391509
"HAND2",4640563,9464
"ADAM6",6480634,8755
"POLR3GL",5490703,84265
"LOC731052",5260435,731052
"CHKB",5810382,1120
"ZRSR2",2480070,8233
"LOC642853",7210386,642853
"REPS2",6040673,9185
"LOC727896",4780220,727896
"TRAPPC6B",990594,122553
"THSD7B",2680008,80731
"ZNF771",3840278,51333
"BRE",4060292,9577
"IL2RA",4060221,3559
"PIGC",580601,5279
"ATP11B",6060706,23200
"ZBTB34",1400059,403341
"PSEN1",3840730,5663
"LOC644590",150437,644590
"HS.575808",7160332,NA
"LOC641844",7330491,641844
"RBM11",1740521,54033
"NFATC3",3140386,4775
"SIPA1L2",3460053,57568
"ZNF628",4920577,89887
"DTNBP1",6590731,84062
"C20ORF20",7380634,55257
"CYB561D2",4830328,11068
"ABHD4",3120014,63874
"SNORA1",4560228,677792
"ZNF146",6220528,7705
"CLN5",1740040,1203
"SPI1",5810398,6688
"MEOX1",1230594,4222
"NHLRC3",2450753,387921
"RCP9",6760097,27297
"PASK",4150100,23178
"CYCSP52",3840040,360155
"MYOT",1400392,9499
"HS.561735",7610402,NA
"ACY1",1400341,95
"LOC401650",2690241,401650
"EIF2B5",1090576,8893
"GORASP2",3390592,26003
"AMY1B",840500,277
"C16ORF75",4540072,116028
"LOC653566",7040068,653566
"C6ORF224",5270670,222521
"ZNF8",2850072,7554
"LOC641983",380347,641983
"LOC791120",4920706,791120
"AKAP9",3170630,10142
"LOC390806",2650739,390806
"LOC652322",2060053,652322
"DDX54",4760301,79039
"HS.533945",5690564,NA
"BACE2",2230731,25825
"KCNJ16",3370544,3773
"LOC387686",4760446,387686
"NECAB3",50521,63941
"KRT78",2370564,196374
"HS.467627",1580594,NA
"HS.561542",1300114,NA
"GALNTL6",2650195,442117
"ZNF600",3840754,162966
"PSAT1",4850674,29968
"SMAP1",160114,60682
"LOC728070",6290458,728070
"LOC643873",5860142,643873
"PIAS2",840692,9063
"HS.534680",2510403,NA
"LOC283970",4040681,283970
"MRGPRX2",650433,117194
"ZNF223",7150711,7766
"PARP6",4390360,56965
"GTF3C6",4200110,112495
"TAF1B",2570202,9014
"LOC643960",4280670,643960
"LOC100129907",5080630,100129907
"LOC389300",6860431,389300
"MTMR3",5720577,8897
"VPS53",6450039,55275
"SAC",6760370,55811
"TSNAX",4250280,7257
"LOC728554",1430093,728554
"ZMYM1",6350358,79830
"DKFZP434K191",3360273,29797
"LOC100131323",7100400,100131323
"DDX19B",4860064,11269
"LOC643313",3370400,643313
"BCR",4070270,613
"PROSC",1050039,11212
"ANO10",7040554,55129
"TNFSF15",290561,9966
"DEAF1",6370348,10522
"BMX",3140487,660
"ZNF608",6130328,57507
"PSG4",3400474,5672
"HS.571599",1050504,NA
"LOC643755",3780484,643755
"LOC284422",7320377,284422
"LOC649946",6270605,649946
"C17ORF28",4260088,283987
"LOC100128918",6860523,100128918
"PDZK1IP1",3170270,10158
"CLDN14",940500,23562
"LOC100129095",5310452,100129095
"LOC644496",7650612,644496
"VAT1L",3460392,57687
"DIRAS3",6370221,9077
"GH2",6650274,2689
"C3ORF38",5570577,285237
"ARS2",3420121,51593
"PLOD2",460338,5352
"CLEC2L",2640470,154790
"FLJ14107",3830731,80094
"TMEM155",2900162,132332
"HS.584731",7210279,NA
"HS.163752",5340719,NA
"KLF10",5720184,7071
"FCRL2",7510750,79368
"BEST4",3370180,266675
"TALDO1",6040754,6888
"LOC100129141",6270131,100129141
"TMEM137",430605,84972
"MAFG",6520020,4097
"PRMT5",5700520,10419
"LOC648277",650204,648277
"MIR557",6130343,693142
"KLK8",3140079,11202
"VAMP4",7100253,8674
"LOC646146",5870520,646146
"CCNE1",2070131,898
"C15ORF62",1050487,643338
"ELP4",4120619,26610
"C17ORF73",3840255,55018
"INTS2",2000608,57508
"IL12RB1",6400370,3594
"KIT",5080576,3815
"C11ORF61",2600092,79684
"RNU4ATAC",1660021,100151683
"CAST",670161,831
"RHOG",4010753,391
"PHF12",1690673,57649
"C1ORF116",6280630,79098
"LAYN",5690475,143903
"LOC100133222",5490136,100133222
"BSG",4850372,682
"SDR9C7",1260072,121214
"ADD1",1230289,118
"CD27",1240450,939
"HS.147310",6770273,NA
"ATP11A",6980551,23250
"C1ORF226",4850465,400793
"PTGER2",5900471,5732
"CGGBP1",1300398,8545
"HS.285193",10372,NA
"COQ6",6060164,51004
"SLC25A16",270746,8034
"HIST1H2AK",7380162,8330
"BPTF",240450,2186
"MIR1256",2340411,100302155
"PNPLA4",6560634,8228
"SLC37A3",3420332,84255
"TSPYL2",7380730,64061
"RAB8A",7150678,4218
"SLC7A5P1",3460523,81893
"E2F4",3310546,1874
"RNF10",6760291,9921
"PHF21B",6350672,112885
"SDCCAG3",60706,10807
"TMSL3",3890025,7117
"MED9",2900477,55090
"LOC100132863",450546,100132863
"FLJ22639",3800719,79854
"FAM122B",4610577,159090
"CDC42SE1",4540288,56882
"LOC728323",7400593,728323
"LOC201175",7330070,201175
"S100A14",1240093,57402
"LOC100128901",4540019,100128901
"RPS4X",6040563,6191
"LOC645676",1980139,645676
"LOC642104",6220475,642104
"ZNF585A",4210139,199704
"SPDYA",1440086,245711
"CR1",3940356,1378
"NOP16",4780561,51491
"DGKQ",7510356,1609
"SEC24A",4880463,10802
"LOC728003",3420273,728003
"ARHGDIB",1570193,397
"LOC100133899",4730328,100133899
"FANCA",1980563,2175
"SVIP",1400239,258010
"LOC653419",1190646,653419
"LOC729150",1110021,729150
"LTF",5550367,4057
"LRRC45",1500048,201255
"LOC651777",6480524,651777
"EDN3",1410240,1908
"CYP2S1",6770474,29785
"TMLHE",7040348,55217
"LOC647346",4860066,647346
"ALDH1A2",510687,8854
"PRKCDBP",7550307,112464
"TCF12",4200291,6938
"LOC388621",730379,388621
"MFI2",50497,4241
"CALD1",4230328,800
"LOC727935",6060192,727935
"LOC648294",2810626,648294
"LOC392843",4920333,392843
"ACVR1C",450064,130399
"HHATL",7400008,57467
"LOC649280",7560491,649280
"CTGLF7",1400026,728127
"TPM2",3390128,7169
"LCP2",4810307,3937
"IGFBP1",7400497,3484
"C1ORF100",6480376,200159
"CASP1",450491,834
"TFF2",4040632,7032
"HS.565552",7160072,NA
"CBY1",4280039,25776
"UBL5",1440551,59286
"HS.96907",1260711,NA
"MBOAT7",3800470,79143
"COBLL1",5080601,22837
"UNC119B",1500576,84747
"MTX1",2750551,4580
"HS.126768",4200463,NA
"TCN2",5670100,6948
"GRTP1",360706,79774
"LOC644745",7320296,644745
"LOC345041",7100376,345041
"LOC729020",4180397,729020
"CXCR3",4390202,2833
"DGCR14",160196,8220
"HINT3",610576,135114
"KIAA0953",4040193,22979
"LOC644094",4890739,644094
"HS.21856",7160068,NA
"PHC3",240524,80012
"NLRP7",5670129,199713
"TRIM16",3800196,10626
"LOC730996",2970577,730996
"LOC644936",3850168,644936
"SDHAF1",1470634,644096
"HS.131598",2070762,NA
"HIP1R",2680592,9026
"HS.163084",1500181,NA
"SLC18A1",6130603,6570
"MAPRE1",6060731,22919
"LOC100128731",5130142,100128731
"RUFY1",2030079,80230
"ZNF131",2750278,7690
"GAS2L3",6400356,283431
"DYRK2",2100743,8445
"HCFC1",4850296,3054
"HS.164254",7200112,NA
"SYNE2",4250504,23224
"HS.545298",3850369,NA
"PORCN",3290343,64840
"TMEM191A",1340477,84222
"OR8G2",5420286,26492
"C2CD4C",940687,126567
"HS.578359",5080470,NA
"RINL",2900474,126432
"RHBDD2",510373,57414
"FAM39DP",6110609,374666
"FAM170A",1170021,340069
"N4BP2",5810367,55728
"TMEM18",4610646,129787
"C6ORF57",2570068,135154
"RNF126P1",5560025,376412
"ZNF286A",1050681,57335
"NSMCE4A",6510025,54780
"HS.525171",1410022,NA
"HS.544233",6770196,NA
"RSPO3",6550204,84870
"SIVA1",1450477,10572
"ZBTB44",6370241,29068
"HS.541141",6480193,NA
"LOC727833",3460494,727833
"LOC285908",1660762,285908
"ADSS",5960097,159
"C1ORF113",5420494,79729
"LOC729663",6370647,729663
"CD3G",1090474,917
"FAM10A4",4050195,145165
"ATF5",1570484,22809
"PRPS2",7000521,5634
"HS.542571",7610577,NA
"PPIC",7000114,5480
"LOC730387",6400674,730387
"TCF4",2510672,6925
"PTPRE",2490240,5791
"HS.570965",7210348,NA
"SP1",2510086,6667
"ARL4A",1010161,10124
"HS.552045",4250647,NA
"HS.10862",1940563,NA
"TWF2",5340132,11344
"FBXO4",1570075,26272
"MDH2",6420369,4191
"NKAP",360202,79576
"PPP2R3B",3170494,28227
"POT1",4860735,25913
"HS.576373",360632,NA
"HS.584613",7330086,NA
"LOC651075",1400653,651075
"PRKAG1",6860092,5571
"C1ORF144",2030044,26099
"TBCC",4200386,6903
"TRPS1",6450484,7227
"LOC645378",1780209,645378
"LOC441511",6860592,441511
"FOXM1",540053,2305
"ITPR2",6330037,3709
"LYPLAL1",2900035,127018
"POM121L4P",1090706,266697
"P2RX7",3370086,5027
"LIG3",3460431,3980
"LOC652389",3710066,652389
"SLC2A5",7560541,6518
"LOC389141",5900373,389141
"PIGY",2320093,84992
"RAB11FIP2",4760630,22841
"C9ORF150",2600379,286343
"CLUAP1",70037,23059
"PIGA",6650687,5277
"LOC100128505",780170,100128505
"LOC100131335",6980368,100131335
"MFHAS1",4260243,9258
"PAPD1",1660451,55149
"COX10",3930053,1352
"MRPS22",730605,56945
"HS.143909",4570403,NA
"LOC100131261",6770685,100131261
"UBE2L6",2070170,9246
"C12ORF10",1260022,60314
"RIOK2",4120152,55781
"C16ORF88",3710524,400506
"TUBB2B",7050543,347733
"PPIF",2900072,10105
"LOC100128714",5270192,100128714
"FCGR2A",1990278,2212
"KIAA0947",4570170,23379
"LOC652078",1440162,652078
"LOC644814",3420463,644814
"HS.282012",6370373,NA
"LOC151457",240204,151457
"SELO",7570437,83642
"BTN3A2",2570253,11118
"LOC729159",3310180,729159
"CDCP1",5960044,64866
"HS.429843",2030112,NA
"HAGH",1780356,3029
"C3",7510286,718
"GPR173",10671,54328
"HS.554701",4560025,NA
"CNN1",4850630,1264
"C3ORF26",520224,84319
"HS.46689",6580477,NA
"HS.437160",1340615,NA
"CLEC3B",4260441,7123
"LOC644415",3850156,644415
"MAP3K7IP1",2760343,10454
"ZC3HAV1",3710243,56829
"LOC642732",7150692,642732
"RGS6",5570736,9628
"HS.556255",5090221,NA
"LOC100216001",4830019,100216001
"LOC654260",3130132,654260
"CHRAC1",610300,54108
"KDM5A",6110639,5927
"TMSB4Y",1230341,9087
"LOC100127894",270722,100127894
"MYCT1",1740187,80177
"RCOR1",4280286,23186
"ZNF277",5870180,11179
"LOC400963",770554,400963
"LOC23117",5310563,23117
"GRM4",6840255,2914
"LOC100127913",2760543,100127913
"LOC729505",3400132,729505
"SNAPC1",4250309,6617
"LOC100133211",3460139,100133211
"CLCN6",2070204,1185
"KRTDAP",290767,388533
"ATP10A",1580301,57194
"SLC31A2",4730634,1318
"TRIL",5690239,9865
"RAB3D",4250494,9545
"GPATCH4",1820544,54865
"CRAT",3120437,1384
"C9ORF135",1990661,138255
"TMEM106A",4830524,113277
"ZNF791",3830192,163049
"LOC388524",460050,388524
"LMBR1",4590612,64327
"LOC644132",1510673,644132
"LOC100132673",4150615,100132673
"HS.528210",3140730,NA
"TNFRSF13C",2340753,115650
"LOC644790",540280,644790
"ABCC10",650646,89845
"MUPCDH",2760598,53841
"OR2A7",4280475,401427
"DFFA",4390576,1676
"HINT2",1570370,84681
"FOSB",7160239,2354
"LOC646677",7650082,646677
"C19ORF6",3420333,91304
"MS4A2",2360470,2206
"ITGA10",10433,8515
"LOC653636",4640577,653636
"RPS6KA2",6020181,6196
"LOC124216",7380639,124216
"HS.171043",6420148,NA
"CAPNS1",7550041,826
"LOC728226",5910079,728226
"LOC642892",240088,642892
"HS.540709",3780639,NA
"LOC401622",150491,401622
"NSA2",4390546,10412
"LOC441896",1090647,441896
"RPS4Y1",6100687,6192
"C1ORF104",6590736,284618
"ACTR10",2630064,55860
"PSME1",4290491,5720
"LOC388789",650605,388789
"LOC100129482",4070653,100129482
"ZFYVE16",1230112,9765
"LITAF",3180672,9516
"HTR3B",4290563,9177
"LOC100128260",4290138,100128260
"CHMP1B",3940148,57132
"SCGB1D2",520370,10647
"ERCC2",4260435,2068
"ARL4A",6290369,10124
"PDIK1L",5820427,149420
"ZNF642",6060392,339559
"TYW1",6550553,55253
"PDHB",4540725,5162
"SNX5",630100,27131
"LY6H",3990561,4062
"SLC25A34",110390,284723
"FAM55C",460487,91775
"PAQR7",4150017,164091
"CTGLF5",3400463,728404
"GATA1",3400291,2623
"AP3S2",2750286,10239
"CSTF1",5560095,1477
"LOC646034",6200438,646034
"LOC100132532",2480097,100132532
"TESK1",4860315,7016
"LOC100131335",1510411,100131335
"RBMS2",2750039,5939
"LOC400455",7000228,400455
"THEM2",1580427,55856
"KIAA1731",2480735,85459
"TSPAN4",540619,7106
"DNAJB6",1230224,10049
"GPR174",5910070,84636
"TTC14",7000240,151613
"IGDCC4",3710500,57722
"OTUD1",7200561,220213
"HS.92993",4610367,NA
"VPS25",4570543,84313
"ODF2",6330368,4957
"HS.560407",520110,NA
"HOXC6",4920523,3223
"CYB5B",510474,80777
"NPIP",7320170,9284
"LOC642250",150743,642250
"CYTH3",6960131,9265
"HAGHL",430392,84264
"WBSCR16",4900356,81554
"METT10D",4670093,79066
"HYAL2",4120133,8692
"EMR4P",7320324,326342
"TUBA1C",6100673,84790
"CCDC65",2370228,85478
"WDFY1",3400612,57590
"S100PBP",6370433,64766
"MRPL18",5900240,29074
"LOC440895",5080612,440895
"TMPO",3400630,7112
"LOC100130353",7380753,100130353
"KIF11",1110022,3832
"LOC644644",4760408,644644
"DNAJA1",1980632,3301
"TNFAIP8L2",5050370,79626
"ATP5H",4290300,10476
"MIER2",1010240,54531
"RAB18",1300768,22931
"TM4SF19",3450598,116211
"PPP1CB",6200369,5500
"C13ORF31",1050209,144811
"DIS3",4640719,22894
"TRAF1",110021,7185
"LOC651137",3610438,651137
"ODC1",4070017,4953
"STRN4",1770048,29888
"TRAF5",3780228,7188
"NCAPG",1450280,64151
"MED31",5130670,51003
"KRT1",2450647,3848
"DIS3L",4280300,115752
"PMS2CL",4010280,441194
"LOC100130575",6620110,100130575
"LOC653188",7150088,653188
"FLJ45832",5290088,400841
"LOC732381",1940491,732381
"HS.301755",3990347,NA
"GGTLC1",2000192,92086
"GLIPR1",6220746,11010
"UBOX5",5340288,22888
"HS.444939",6510739,NA
"CLCF1",5290397,23529
"LOC650919",3460475,650919
"PDRG1",1770519,81572
"LOC643882",4200670,643882
"UBXN11",7610594,91544
"LOC440330",3460050,440330
"LOC85390",670181,85390
"FBLN2",6550762,2199
"CC2D2A",6900739,57545
"STMN1",3460707,3925
"LOC100133284",1820239,100133284
"EHBP1",7650309,23301
"GRIK5",1660369,2901
"CACNA2D2",3120180,9254
"LOC642489",5260156,642489
"ANK2",4920441,287
"MARVELD3",4280615,91862
"ITGB5",2650114,3693
"IGFBP7",3400538,3490
"ADAMTS13",4200735,11093
"HS.565622",7000162,NA
"LOC388572",580347,388572
"LOC402112",6520035,402112
"LOC100128295",6650309,100128295
"DBI",1010195,1622
"FCRL5",2510053,83416
"KIAA0495",3450056,57212
"GCDH",6660201,2639
"C12ORF44",1780367,60673
"FTHL2",4120039,2497
"LOC729995",3710433,729995
"TBCA",5960093,6902
"LOC401206",4860309,401206
"LOC153561",3060524,153561
"DUOX1",3060528,53905
"GABRE",2760403,2564
"MARVELD3",2000270,91862
"DPP3",4560484,10072
"ZBTB3",6200528,79842
"EIF2A",5820068,83939
"LOC285407",580612,285407
"ANXA2",4780615,302
"SENP7",2350468,57337
"SIRT2",4860411,22933
"HS.558488",7400037,NA
"LOC100130707",6200154,100130707
"LOC644330",6180402,644330
"HS.126664",5720431,NA
"KLF6",4040097,1316
"PGBD2",780373,267002
"BCAP31",6450138,10134
"OR7A17",7510133,26333
"GNGT2",2760138,2793
"ORMDL1",7650341,94101
"LOC650804",4890379,650804
"WASPIP",5700670,7456
"TTC37",6660709,9652
"DPH3",6250397,285381
"LRRFIP2",7050619,9209
"SKIV2L",5560541,6499
"LOC652699",1770367,652699
"PARP9",3140707,83666
"LOC283824",1340494,283824
"LOC100008589",6290142,100008589
"LYPD5",6480554,284348
"EEF1B2",2650201,1933
"LOC645273",5690722,645273
"MIR23A",5910717,407010
"CDC2",1050706,983
"MRPL52",7000692,122704
"MTMR14",2470068,64419
"DEXI",2470386,28955
"PLGLA1",830386,285189
"HS.567094",6650367,NA
"TMEM50B",3460307,757
"TSC1",2260398,7248
"HS.209882",5700129,NA
"GPR124",6040736,25960
"LOC645086",620411,645086
"IDE",2650523,3416
"LOC645979",5420301,645979
"TIE1",5700008,7075
"SRPK1",7050056,6732
"C3ORF46",1450053,255330
"LIMK2",2140020,3985
"PIGH",3520523,5283
"HS.544137",5390465,NA
"RDH14",7040220,57665
"VIPR1",2690709,7433
"LOC647134",5690767,647134
"MBNL2",990128,10150
"UBE2D2",6900746,7322
"PDE4C",5570722,5143
"SLC3A2",5420575,6520
"LOC651017",1450538,651017
"TFB1M",2340626,51106
"OSBP2",3780100,23762
"FLJ30092",4260048,196515
"TSPYL2",4260477,64061
"HS.442773",240762,NA
"FOXI2",2450437,399823
"HBXIP",6860653,10542
"LOC100128737",1090538,100128737
"LOC100131970",3420563,100131970
"ATRIP",7210438,84126
"HS.448702",7560240,NA
"TRIB2",2570328,28951
"ABLIM1",3610315,3983
"PDE3A",5860750,5139
"CD22",1010754,933
"HS.547293",5890754,NA
"MAP3K7IP2",2470408,23118
"LOC100128747",3930753,100128747
"RAB37",1500600,326624
"MRPL3",2710192,11222
"CNOT7",6590270,29883
"KERA",4890390,11081
"SIRT7",3370592,51547
"AARSD1",60154,80755
"COBRA1",6940408,25920
"HS.540824",2760326,NA
"SCARNA3",4850451,677679
"NFYC",3290475,4802
"ACSS2",4490524,55902
"ACOT1",4900438,641371
"LOC100130291",2760100,100130291
"ANKRD49",520341,54851
"LOC642956",990717,642956
"PHLDB2",610301,90102
"TAPBP",7560039,6892
"VNN2",7100161,8875
"WIZ",6560021,58525
"NEK1",4760674,4750
"FAM98B",2600300,283742
"LOC100128319",540528,100128319
"LOC653100",20039,653100
"ACBD5",3390228,91452
"PCSK5",1740343,5125
"C1ORF91",5290470,56063
"C1ORF210",540017,149466
"LOC645941",770332,645941
"LOC642740",5910315,642740
"RPL13L",6840324,283345
"HS.541820",6660661,NA
"CEP250",2320307,11190
"LOC100131349",6350433,100131349
"MARCH8",620129,220972
"HS.542197",520170,NA
"HS.574491",4810746,NA
"DOPEY1",770441,23033
"C9ORF93",3610040,203238
"MCFD2",2640576,90411
"MAP1LC3A",5490240,84557
"ZNF831",6270040,128611
"CGNL1",110100,84952
"DIP2A",5270300,23181
"WDR1",7150475,9948
"LOC100128816",1340482,100128816
"GSDMC",4220189,56169
"TMPRSS7",290520,344805
"MAP2K1IP1",4480026,8649
"KCNK17",2320296,89822
"CREB3L4",4920458,148327
"OR10H5",1240619,284433
"TSPAN6",240736,7105
"LOC652843",6560719,652843
"MORF4L2",6510435,9643
"DEFB123",5670162,245936
"LOC723805",6220059,723805
"HS.530359",5490475,NA
"TM2D1",10386,83941
"AGPAT2",5560102,10555
"BRD4",5550762,23476
"DOCK7",2640128,85440
"FLJ40852",3130619,285962
"HS.577126",7510504,NA
"LOC390231",6040520,390231
"BAX",3520092,581
"LOC440926",840296,440926
"ATG3",830035,64422
"LIAS",5910397,11019
"REPS2",70612,9185
"CCR2",2900524,1231
"SERPINA1",6380484,5265
"HS.225083",6270601,NA
"PHAX",3800040,51808
"LOC648064",510682,648064
"MLH3",7560274,27030
"HS.164030",130114,NA
"MAP2K3",4560739,5606
"LOC650977",7200634,650977
"ARL17B",3360286,641522
"PARD6B",4610288,84612
"C10ORF12",4230392,26148
"LOC647655",6180139,647655
"KIF13B",5290209,23303
"CMTM4",2120634,146223
"RBPJ",270594,3516
"LOC653881",3610309,653881
"LOC728340",6350113,728340
"CNFN",7570494,84518
"PPP3CA",4290475,5530
"EFS",110706,10278
"WFDC5",6940598,149708
"SPAG4",1190670,6676
"AK3L1",4610554,205
"LOC647174",650019,647174
"SLC41A1",580332,254428
"MEGF8",1340598,1954
"HS.126963",7570040,NA
"ADORA3",6580482,140
"LOC654165",6510687,654165
"LOC100190938",5260132,100190938
"LOC650515",1690546,650515
"CAPSL",3710176,133690
"NYNRIN",6590735,57523
"SNORA59B",6980594,677882
"LOC731542",7510372,731542
"TOR1A",4890500,1861
"MYO10",4670131,4651
"DSN1",3190102,79980
"RPS10P3",4590682,158104
"PLA2G4C",1990672,8605
"LOC728312",7330372,728312
"LOC644684",6620382,644684
"ZNF398",1410259,57541
"AGAP6",6960050,414189
"WFDC3",4280048,140686
"LOC100129365",3780070,100129365
"REL",2230592,5966
"PSIP1",160332,11168
"HS.473255",4250286,NA
"LOC645548",5490093,645548
"LOC400768",7100626,400768
"SELENBP1",7550292,8991
"PUS7L",540487,83448
"TPD52L1",7150349,7164
"ATP6V0C",2360138,527
"ZNF644",2490369,84146
"PSME3",2470427,10197
"EIF2B4",6370494,8890
"AKR1A1",1500504,10327
"SLC26A6",4230615,65010
"KIAA1632",4810079,57724
"FUT11",70553,170384
"HEATR3",4850440,55027
"BBS7",2850092,55212
"MERTK",7550066,10461
"RCADH5",5490440,642443
"HS.443490",4220059,NA
"KIR2DL1",4210458,3802
"LTV1",1230296,84946
"EPN2",2320681,22905
"ARF1",3310139,375
"CACNG6",5080180,59285
"CASP8",290592,841
"PRKCI",3930561,5584
"KYNU",7040142,8942
"CENTB2",3060747,23527
"GJC3",4290241,349149
"CAST",1580048,831
"SLC30A1",5490546,7779
"COL4A3BP",4120707,10087
"FCGR3B",7210114,2215
"ATP1B1",6060482,481
"CISD1",6220441,55847
"TFG",5550133,10342
"ARHGAP24",130008,83478
"FMO4",540544,2329
"C1ORF84",1440681,149469
"C2ORF69",6560356,205327
"PDE4DIP",1410291,9659
"AICDA",6110358,57379
"FAM104B",6380148,90736
"LOC442060",3940113,442060
"NR3C1",1740528,2908
"ITSN1",4610070,6453
"C6ORF225",3310204,619208
"LOC100134322",5810717,100134322
"NR2F1",7150768,7025
"ABCA3",430402,21
"EIF3G",2190377,8666
"CLEC2D",1410092,29121
"NUMBL",4200121,9253
"LOC653583",1050754,653583
"LOC729378",7330735,729378
"NDUFB2",4150687,4708
"NBPF20",3440040,400818
"LOC100129484",160767,100129484
"NUPL1",2260121,9818
"TMEM59",10725,9528
"LOC728044",6650427,728044
"C1ORF50",6350292,79078
"SVIL",7510093,6840
"HS.72010",6760286,NA
"MIR223",1260348,407008
"LOC400129",3800152,400129
"C6ORF165",2850487,154313
"MAT2B",3170398,27430
"SPARCL1",1030021,8404
