Infected,MuseumNumber,Province,Locality,Family,Species,Diet,Sex,Age,TesticlePosition,Epididymis,MammaeCondition,Vagina
-,FMNH 217904,Toliara,SAR,Vespertilionidae,Pipistrellus hesperidus,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32331,Toliara,SAR,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32373,Toliara,SAR,Miniopteridae,Miniopterus gleni,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,FMNH 217905,Toliara,SAR,Vespertilionidae,Pipistrellus hesperidus,Insectivorous,Male,Adult,Abdominal,Convoluted,-,-
-,UADBA 32376,Toliara,MAKI,Hipposideridae,Hipposideros commersoni,Insectivorous,Female,Juvenile,-,-,Small,-
-,UADBA 32332,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,UADBA 32333,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,UADBA 32334,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,UADBA 32335,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Juvenile,-,-,Small,-
-,UADBA 32336,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Juvenile,-,-,Small,-
-,UADBA 32337,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32338,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,UADBA 32339,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,UADBA 32340,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Convoluted,-,-
+,UADBA 32341,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,-,-,-,-
-,UADBA 32342,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 32343,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32344,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32345,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 32347,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32348,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,FMNH 217942,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217944,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217945,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,-,-
+,FMNH 217946,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 217947,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Juvenile,-,-,Small,-
-,FMNH 217948,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217949,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217950,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Convoluted,-,-
-,FMNH 217951,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217952,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,FMNH 217953,Toliara,MAKI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 32384,Toliara,BEKO,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
+,UADBA 32385,Toliara,BEKO,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Abdominal,Convoluted,-,-
+,FMNH 217954,Toliara,BEKO,Miniopteridae,Miniopterus gleni,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217955,Toliara,BEKO,Miniopteridae,Miniopterus gleni,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217957,Toliara,BEKO,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217958,Toliara,BEKO,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32374,Toliara,BEKO,Miniopteridae,Miniopterus gleni,Insectivorous,Male,Adult,Abdominal,Convoluted,-,-
-,UADBA 32375,Toliara,BEKO,Miniopteridae,Miniopterus gleni,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 217959,Toliara,BEKO,Molossidae,Otomops madagascariensis,Insectivorous,Male,Adult,Partially descended,Not convoluted,-,-
-,FMNH 217961,Toliara,BEKO,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217963,Toliara,BEKO,Molossidae,Otomops madagascariensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217964,Toliara,BEKO,Hipposideridae,Hipposideros commersoni,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 217965,Toliara,BEKO,Hipposideridae,Hipposideros commersoni,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217966,Toliara,BEKO,Hipposideridae,Hipposideros commersoni,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 32377,Toliara,BEKO,Hipposideridae,Hipposideros commersoni,Insectivorous,Female,Adult,-,-,Large ,Perforated
-,FMNH 217967,Toliara,BEKO,Vespertilionidae,Myotis goudoti,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,FMNH 217968,Toliara,BEKO,Rhinonycteridae,Triaenops menamena,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217969,Toliara,BEKO,Rhinonycteridae,Paratriaenops furculus,Insectivorous,Female,Adult,-,-,Lactating,Perforated
+,UADBA 32380,Toliara,BEKO,Rhinonycteridae,Paratriaenops furculus,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32382,Toliara,BEKO,Rhinonycteridae,Paratriaenops furculus,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,FMNH 217920,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Juvenile,-,-,Small,-
-,FMNH 217921,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 217922,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 217923,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Juvenile,-,-,Small,-
+,FMNH 217924,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
+,UADBA 32321,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32322,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 32323,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 32324,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32325,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32326,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Large,Perforated
+,UADBA 32328,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32329,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
+,UADBA 32330,Toliara,TANA,Molossidae,Otomops madagascariensis,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 32352,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 217971,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32353,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 32354,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Convoluted,-,-
-,UADBA 32355,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Convoluted,-,-
-,UADBA 32356,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 32357,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 32358,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32359,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Adult,-,-,Small,-
-,UADBA 32360,Toliara,AMB,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Adult,-,-,Small,-
-,FMNH 217972,Toliara,STAUG,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217974,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,-,-
-,UADBA 32386,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 32387,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 32389,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,-,-
-,UADBA 32390,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 32391,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,-,-
-,FMNH 217975,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Neonatal,Abdominal,-,-,-
-,FMNH 217976,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Neonatal,-,-,Small,-
-,FMNH 217977,Toliara,STAUG,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Neonatal,Abdominal,-,-,-
-,UADBA 32378,Toliara,TANA,Hipposideridae,Hipposideros commersoni,Insectivorous,Female,Adult,-,-,-,-
-,UADBA 32379,Toliara,TANA,Hipposideridae,Hipposideros commersoni,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
+,UADBA 32383,Toliara,TANA,Rhinonycteridae,Triaenops menamena,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 32361,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,-,-,-,-
-,UADBA 32362,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,UADBA 32363,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 32364,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32365,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32366,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32367,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32368,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 32369,Toliara,TANA,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32349,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32350,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
+,UADBA 32351,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
+,FMNH 217978,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217979,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Small,-
-,FMNH 217980,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217981,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217982,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217983,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217984,Fianarantsoa,ANK,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217985,Fianarantsoa,ANDR,Miniopteridae,Miniopterus sororculus,Insectivorous,Female,Adult,-,-,Slightly developed,-
+,FMNH 217986,Fianarantsoa,ANDR,Miniopteridae,Miniopterus sororculus,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217987,Fianarantsoa,ANDR,Miniopteridae,Miniopterus sororculus,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 217988,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217989,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32371,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217990,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217991,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 217992,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 217993,Fianarantsoa,ANDR,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 221285,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32392,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32393,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32394,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 32395,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 32396,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
+,UADBA 32397,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 32398,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 221286,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,FMNH 221287,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,FMNH 221288,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 32399,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
+,UADBA 32400,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 221289,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
+,FMNH 221290,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 221291,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,FMNH 221292,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 221293,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 221294,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 32401,Mahajanga,AMBO,Pteropodidae,Pteropus rufus,Frugivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 50319,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 50320,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Adult,Scrotal,Convoluted,-,-
-,UADBA 50321,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 50322,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Adult,Scrotal,Convoluted,-,-
-,UADBA 50323,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 50324,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 50325,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 50326,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 50327,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,UADBA 50328,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 50329,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Adult,Scrotal,Partially convoluted,-,-
-,FMNH 217994,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Adult,Scrotal,Convoluted,-,-
-,FMNH 217995,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 217996,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Sub-adult,-,-,Small,-
+,FMNH 217997,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 217998,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
+,FMNH 217999,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 218000,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218001,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Male,Neonatal,Abdominal,Not convoluted,-,-
-,FMNH 218002,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 218003,Mahajanga,MAHA,Molossidae,Chaerephon leucogaster,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 50189,Fianarantsoa,FAND,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 50190,Fianarantsoa,FAND,Vespertilionidae,Myotis goudoti,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 50191,Fianarantsoa,FAND,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 218004,Fianarantsoa,FAND,Vespertilionidae,Myotis goudoti,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,FMNH 218005,Fianarantsoa,FAND,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Partially descended,Convoluted,-,-
-,FMNH 218006,Fianarantsoa,FAND,Vespertilionidae,Myotis goudoti,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 50172,Fianarantsoa,FAND,Miniopteridae,Miniopterus sororculus,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 50173,Fianarantsoa,FAND,Miniopteridae,Miniopterus sororculus,Insectivorous,Male,Adult,Scrotal ,Partially convoluted,-,-
-,FMNH 218007,Fianarantsoa,FAND,Miniopteridae,Miniopterus sororculus,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 50136,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 50137,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 50138,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Female,Sub-adult,-,-,Small,-
-,FMNH 218008,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 218009,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 218010,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 218011,Fianarantsoa,FAND,Miniopteridae,Miniopterus majori,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,FMNH 218012,Fianarantsoa,ISALO1,Hipposideridae,Hipposideros commersoni,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 50268,Fianarantsoa,ISALO1,Hipposideridae,Hipposideros commersoni,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50143,Fianarantsoa,ISALO1,Rhinonycteridae,Triaenops menamena,Insectivorous,Female,Adult,-,-,Slightly developed,-
-,UADBA 50345,Fianarantsoa,ISALO1,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 50346,Fianarantsoa,ISALO1,Vespertilionidae,Myotis goudoti,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 218025,Fianarantsoa,ISALO1,Vespertilionidae,Myotis goudoti,Insectivorous,Male,Adult,Partially descended,Convoluted,-,-
-,FMNH 218039,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 50162,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218040,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218041,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218042,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50152,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50163,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218043,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50153,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218044,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 218045,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50155,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50156,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 219046,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50157,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50158,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50159,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 50160,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,UADBA 50161,Fianarantsoa,ISALO1,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
